entity_id,state,last_changed
sensor.mp8_temperature,13.034643243129095,2024-02-10T02:00:00.000Z
sensor.mp8_temperature,12.883324582361112,2024-02-10T03:00:00.000Z
sensor.mp8_temperature,13.392581330083333,2024-02-10T04:00:00.000Z
sensor.mp8_temperature,14.182520543194444,2024-02-10T05:00:00.000Z
sensor.mp8_temperature,14.167985069166667,2024-02-10T06:00:00.000Z
sensor.mp8_temperature,13.381706029833333,2024-02-10T07:00:00.000Z
sensor.mp8_temperature,13.250006385416668,2024-02-10T08:00:00.000Z
sensor.mp8_temperature,12.425305881833333,2024-02-10T09:00:00.000Z
sensor.mp8_temperature,12.116666666666665,2024-02-10T10:00:00.000Z
sensor.mp8_temperature,11.110717030083334,2024-02-10T11:00:00.000Z
sensor.mp8_temperature,10.6,2024-02-10T12:00:00.000Z
sensor.mp8_temperature,11.084500713861111,2024-02-10T13:00:00.000Z
sensor.mp8_temperature,13.827521828,2024-02-10T14:00:00.000Z
sensor.mp8_temperature,15.8166447625,2024-02-10T15:00:00.000Z
sensor.mp8_temperature,17.11055632347222,2024-02-10T16:00:00.000Z
sensor.mp8_temperature,16.25717621386111,2024-02-10T17:00:00.000Z
sensor.mp8_temperature,15.675404977250002,2024-02-10T18:00:00.000Z
sensor.mp8_temperature,15.207459395194443,2024-02-10T19:00:00.000Z
sensor.mp8_temperature,13.820196639611112,2024-02-10T20:00:00.000Z
sensor.mp8_temperature,11.35600845711111,2024-02-10T21:00:00.000Z
sensor.mp8_temperature,10.2698774345,2024-02-10T22:00:00.000Z
sensor.mp8_temperature,9.810189879166666,2024-02-10T23:00:00.000Z
sensor.mp8_temperature,9.391954423611113,2024-02-11T00:00:00.000Z
sensor.mp8_temperature,9.374690698194444,2024-02-11T01:00:00.000Z
sensor.mp8_temperature,8.888261286527777,2024-02-11T02:00:00.000Z
sensor.mp8_temperature,8.297040678166667,2024-02-11T03:00:00.000Z
sensor.mp8_temperature,8.12245436888889,2024-02-11T04:00:00.000Z
sensor.mp8_temperature,8.061136316666667,2024-02-11T05:00:00.000Z
sensor.mp8_temperature,7.913353018861112,2024-02-11T06:00:00.000Z
sensor.mp8_temperature,7.2487952105555555,2024-02-11T07:00:00.000Z
sensor.mp8_temperature,6.761124767916667,2024-02-11T08:00:00.000Z
sensor.mp8_temperature,6.402989060166667,2024-02-11T09:00:00.000Z
sensor.mp8_temperature,6.659993075166667,2024-02-11T10:00:00.000Z
sensor.mp8_temperature,6.637857155833333,2024-02-11T11:00:00.000Z
sensor.mp8_temperature,6.301998981666666,2024-02-11T12:00:00.000Z
sensor.mp8_temperature,6.4399659090000005,2024-02-11T13:00:00.000Z
sensor.mp8_temperature,6.659970396833334,2024-02-11T14:00:00.000Z
sensor.mp8_temperature,6.817653939166667,2024-02-11T15:00:00.000Z
sensor.mp8_temperature,7.2,2024-02-11T16:00:00.000Z
sensor.mp8_temperature,7.520958351166667,2024-02-11T17:00:00.000Z
sensor.mp8_temperature,7.933348912222222,2024-02-11T18:00:00.000Z
sensor.mp8_temperature,8.133701976805556,2024-02-11T19:00:00.000Z
sensor.mp8_temperature,8.283310236944445,2024-02-11T20:00:00.000Z
sensor.mp8_temperature,8.046772614333333,2024-02-11T21:00:00.000Z
sensor.mp8_temperature,7.620046393666667,2024-02-11T22:00:00.000Z
sensor.mp8_temperature,7.220040262166667,2024-02-11T23:00:00.000Z
sensor.mp8_temperature,7.149995334722223,2024-02-12T00:00:00.000Z
sensor.mp8_temperature,6.819159677083333,2024-02-12T01:00:00.000Z
sensor.mp8_temperature,6.7,2024-02-12T02:00:00.000Z
sensor.mp8_temperature,6.7,2024-02-12T03:00:00.000Z
sensor.mp8_temperature,6.6600054769999995,2024-02-12T04:00:00.000Z
sensor.mp8_temperature,6.5383667433333335,2024-02-12T05:00:00.000Z
sensor.mp8_temperature,6.148022872027777,2024-02-12T06:00:00.000Z
sensor.mp8_temperature,5.850068938472222,2024-02-12T07:00:00.000Z
sensor.mp8_temperature,5.7951017348611105,2024-02-12T08:00:00.000Z
sensor.mp8_temperature,6.016584206111111,2024-02-12T09:00:00.000Z
sensor.mp8_temperature,6.050047159027777,2024-02-12T10:00:00.000Z
sensor.mp8_temperature,6.099999999999999,2024-02-12T11:00:00.000Z
sensor.mp8_temperature,6.083337200972221,2024-02-12T12:00:00.000Z
sensor.mp8_temperature,6.099999999999999,2024-02-12T13:00:00.000Z
sensor.mp8_temperature,6.5593986714999994,2024-02-12T14:00:00.000Z
sensor.mp8_temperature,7.219859044277778,2024-02-12T15:00:00.000Z
sensor.mp8_temperature,7.484383395388889,2024-02-12T16:00:00.000Z
sensor.mp8_temperature,8.326637775166668,2024-02-12T17:00:00.000Z
sensor.mp8_temperature,7.822973807194444,2024-02-12T18:00:00.000Z
sensor.mp8_temperature,7.895310443166667,2024-02-12T19:00:00.000Z
sensor.mp8_temperature,7.383243124055556,2024-02-12T20:00:00.000Z
sensor.mp8_temperature,7.050060560833334,2024-02-12T21:00:00.000Z
sensor.mp8_temperature,7.069914312972222,2024-02-12T22:00:00.000Z
sensor.mp8_temperature,6.540291875333334,2024-02-12T23:00:00.000Z
sensor.mp8_temperature,6.083297169583333,2024-02-13T00:00:00.000Z
sensor.mp8_temperature,5.661965020833333,2024-02-13T01:00:00.000Z
sensor.mp8_temperature,5.557418938999999,2024-02-13T02:00:00.000Z
sensor.mp8_temperature,5.2410062308333325,2024-02-13T03:00:00.000Z
sensor.mp8_temperature,4.698848772000001,2024-02-13T04:00:00.000Z
sensor.mp8_temperature,4.265890880694445,2024-02-13T05:00:00.000Z
sensor.mp8_temperature,3.9,2024-02-13T06:00:00.000Z
sensor.mp8_temperature,3.9,2024-02-13T07:00:00.000Z
sensor.mp8_temperature,3.4030594544999997,2024-02-13T09:00:00.000Z
sensor.mp8_temperature,3.675736428,2024-02-13T10:00:00.000Z
sensor.mp8_temperature,4.312908889583333,2024-02-13T11:00:00.000Z
sensor.mp8_temperature,4.4,2024-02-13T12:00:00.000Z
sensor.mp8_temperature,4.914640352833334,2024-02-13T13:00:00.000Z
sensor.mp8_temperature,5.113785326333333,2024-02-13T14:00:00.000Z
sensor.mp8_temperature,5.860154716972222,2024-02-13T15:00:00.000Z
sensor.mp8_temperature,8.464506471,2024-02-13T16:00:00.000Z
sensor.mp8_temperature,8.52429782213889,2024-02-13T17:00:00.000Z
sensor.mp8_temperature,8.256713652805557,2024-02-13T18:00:00.000Z
sensor.mp8_temperature,7.111453238777777,2024-02-13T19:00:00.000Z
sensor.mp8_temperature,6.209145645444444,2024-02-13T20:00:00.000Z
sensor.mp8_temperature,5.0206987615,2024-02-13T21:00:00.000Z
sensor.mp8_temperature,3.8926329824166666,2024-02-13T22:00:00.000Z
sensor.mp8_temperature,2.5636348520555554,2024-02-13T23:00:00.000Z
sensor.mp8_temperature,1.6753668988333335,2024-02-14T00:00:00.000Z
sensor.mp8_temperature,1.1599850971666668,2024-02-14T01:00:00.000Z
sensor.mp8_temperature,0.7786375290277778,2024-02-14T02:00:00.000Z
sensor.mp8_temperature,0.4946580566666667,2024-02-14T03:00:00.000Z
sensor.mp8_temperature,-0.14464742983333334,2024-02-14T04:00:00.000Z
sensor.mp8_temperature,-0.7204062901388889,2024-02-14T05:00:00.000Z
sensor.mp8_temperature,-1.1600109173333333,2024-02-14T06:00:00.000Z
sensor.mp8_temperature,-1.219998774,2024-02-14T07:00:00.000Z
sensor.mp8_temperature,-1.5635056758333334,2024-02-14T08:00:00.000Z
sensor.mp8_temperature,-1.7333470047222221,2024-02-14T09:00:00.000Z
sensor.mp8_temperature,-1.9892764402777778,2024-02-14T10:00:00.000Z
sensor.mp8_temperature,-2.2801648083333332,2024-02-14T11:00:00.000Z
sensor.mp8_temperature,-2.2,2024-02-14T12:00:00.000Z
sensor.mp8_temperature,-1.2118977383333334,2024-02-14T13:00:00.000Z
sensor.mp8_temperature,1.440329824888889,2024-02-14T14:00:00.000Z
sensor.mp8_temperature,3.797474956111111,2024-02-14T15:00:00.000Z
sensor.mp8_temperature,6.111865877055556,2024-02-14T16:00:00.000Z
sensor.mp8_temperature,6.599982264055556,2024-02-14T17:00:00.000Z
sensor.mp8_temperature,7.044961380416667,2024-02-14T18:00:00.000Z
sensor.mp8_temperature,7.9192819471944444,2024-02-14T19:00:00.000Z
sensor.mp8_temperature,7.675147928666667,2024-02-14T20:00:00.000Z
sensor.mp8_temperature,4.760096082222222,2024-02-14T21:00:00.000Z
sensor.mp8_temperature,3.4439615335,2024-02-14T22:00:00.000Z
sensor.mp8_temperature,2.955575980472222,2024-02-14T23:00:00.000Z
sensor.mp8_temperature,2.2199838253333337,2024-02-15T00:00:00.000Z
sensor.mp8_temperature,2.0333353352777777,2024-02-15T01:00:00.000Z
sensor.mp8_temperature,1.8373514418055557,2024-02-15T02:00:00.000Z
sensor.mp8_temperature,1.895928821388889,2024-02-15T03:00:00.000Z
sensor.mp8_temperature,1.8375125575,2024-02-15T04:00:00.000Z
sensor.mp8_temperature,1.5250060395,2024-02-15T05:00:00.000Z
sensor.mp8_temperature,1.1,2024-02-15T06:00:00.000Z
sensor.mp8_temperature,1.1,2024-02-15T07:00:00.000Z
sensor.mp8_temperature,0.6394639226388888,2024-02-15T08:00:00.000Z
sensor.mp8_temperature,1.0395369661111111,2024-02-15T09:00:00.000Z
sensor.mp8_temperature,1.7,2024-02-15T10:00:00.000Z
sensor.mp8_temperature,1.6600604676666666,2024-02-15T11:00:00.000Z
sensor.mp8_temperature,1.7,2024-02-15T12:00:00.000Z
sensor.mp8_temperature,2.1633243884444444,2024-02-15T13:00:00.000Z
sensor.mp8_temperature,2.377496021666667,2024-02-15T14:00:00.000Z
sensor.mp8_temperature,2.38647060375,2024-02-15T15:00:00.000Z
sensor.mp8_temperature,3.100144394166666,2024-02-15T16:00:00.000Z
sensor.mp8_temperature,2.5314766648333333,2024-02-15T17:00:00.000Z
sensor.mp8_temperature,2.2333998950833336,2024-02-15T18:00:00.000Z
sensor.mp8_temperature,2.322796004584894,2024-02-15T19:00:00.000Z
sensor.mp8_temperature,2.471265056861111,2024-02-15T20:00:00.000Z
sensor.mp8_temperature,3.3995094644166666,2024-02-15T21:00:00.000Z
sensor.mp8_temperature,3.8938499348333333,2024-02-15T22:00:00.000Z
sensor.mp8_temperature,3.859990832833333,2024-02-15T23:00:00.000Z
sensor.mp8_temperature,3.320021242833333,2024-02-16T00:00:00.000Z
sensor.mp8_temperature,3.699963116333333,2024-02-16T01:00:00.000Z
sensor.mp8_temperature,3.2783357498611108,2024-02-16T02:00:00.000Z
sensor.mp8_temperature,2.7999999999999994,2024-02-16T03:00:00.000Z
sensor.mp8_temperature,2.297495426527778,2024-02-16T04:00:00.000Z
sensor.mp8_temperature,1.913621140138889,2024-02-16T05:00:00.000Z
sensor.mp8_temperature,1.3372157041666668,2024-02-16T06:00:00.000Z
sensor.mp8_temperature,1.1,2024-02-16T07:00:00.000Z
sensor.mp8_temperature,1.1,2024-02-16T08:00:00.000Z
sensor.mp8_temperature,1.1200361418333336,2024-02-16T10:00:00.000Z
sensor.mp8_temperature,1.1809904028333333,2024-02-16T11:00:00.000Z
sensor.mp8_temperature,1.7,2024-02-16T12:00:00.000Z
sensor.mp8_temperature,2.0844628968611114,2024-02-16T13:00:00.000Z
sensor.mp8_temperature,3.1175324351388887,2024-02-16T14:00:00.000Z
sensor.mp8_temperature,5.001004640500001,2024-02-16T15:00:00.000Z
sensor.mp8_temperature,5.320165221166667,2024-02-16T16:00:00.000Z
sensor.mp8_temperature,5.617785757805556,2024-02-16T17:00:00.000Z
sensor.mp8_temperature,5.360146037833332,2024-02-16T18:00:00.000Z
sensor.mp8_temperature,4.702002393,2024-02-16T19:00:00.000Z
sensor.mp8_temperature,4.08837614575,2024-02-16T20:00:00.000Z
sensor.mp8_temperature,3.4222967566666664,2024-02-16T21:00:00.000Z
sensor.mp8_temperature,3.051976748055555,2024-02-16T22:00:00.000Z
sensor.mp8_temperature,2.444181469166667,2024-02-16T23:00:00.000Z
sensor.mp8_temperature,2.2,2024-02-17T00:00:00.000Z
sensor.mp8_temperature,1.8539039479166668,2024-02-17T01:00:00.000Z
sensor.mp8_temperature,1.4046195575,2024-02-17T02:00:00.000Z
sensor.mp8_temperature,0.8664808447222222,2024-02-17T03:00:00.000Z
sensor.mp8_temperature,0.7876795165277778,2024-02-17T04:00:00.000Z
sensor.mp8_temperature,0.7281580143055555,2024-02-17T05:00:00.000Z
sensor.mp8_temperature,0.6385043779166667,2024-02-17T06:00:00.000Z
sensor.mp8_temperature,0.6167052305555555,2024-02-17T07:00:00.000Z
sensor.mp8_temperature,0.6,2024-02-17T08:00:00.000Z
sensor.mp8_temperature,0.41995772133333337,2024-02-17T09:00:00.000Z
sensor.mp8_temperature,-0.21713373066666666,2024-02-17T10:00:00.000Z
sensor.mp8_temperature,-1.2412278141111113,2024-02-17T11:00:00.000Z
sensor.mp8_temperature,-1.7,2024-02-17T12:00:00.000Z
sensor.mp8_temperature,-1.455003565611111,2024-02-17T13:00:00.000Z
sensor.mp8_temperature,1.714439547861111,2024-02-17T14:00:00.000Z
sensor.mp8_temperature,3.2113133028055554,2024-02-17T15:00:00.000Z
sensor.mp8_temperature,5.090169572138889,2024-02-17T16:00:00.000Z
sensor.mp8_temperature,4.809266535388889,2024-02-17T17:00:00.000Z
sensor.mp8_temperature,3.4323906213611113,2024-02-17T18:00:00.000Z
sensor.mp8_temperature,2.387960222,2024-02-17T19:00:00.000Z
sensor.mp8_temperature,3.761569627111111,2024-02-17T20:00:00.000Z
sensor.mp8_temperature,0.6606224358611111,2024-02-17T21:00:00.000Z
sensor.mp8_temperature,-0.044102107,2024-02-17T22:00:00.000Z
sensor.mp8_temperature,-0.63332784875,2024-02-17T23:00:00.000Z
sensor.mp8_temperature,-0.9201080984722223,2024-02-18T00:00:00.000Z
sensor.mp8_temperature,-1.1066630034722222,2024-02-18T01:00:00.000Z
sensor.mp8_temperature,-1.5406716085,2024-02-18T02:00:00.000Z
sensor.mp8_temperature,-1.3999823111666665,2024-02-18T03:00:00.000Z
sensor.mp8_temperature,-1.0167167773611112,2024-02-18T04:00:00.000Z
sensor.mp8_temperature,-1.7230801559722222,2024-02-18T05:00:00.000Z
sensor.mp8_temperature,-1.8803944477777776,2024-02-18T06:00:00.000Z
sensor.mp8_temperature,-1.8165980288888888,2024-02-18T07:00:00.000Z
sensor.mp8_temperature,-1.8028585102777777,2024-02-18T08:00:00.000Z
sensor.mp8_temperature,-2.1833339658333335,2024-02-18T09:00:00.000Z
sensor.mp8_temperature,-2.0333476020833334,2024-02-18T10:00:00.000Z
sensor.mp8_temperature,-1.7104724380555556,2024-02-18T11:00:00.000Z
sensor.mp8_temperature,-1.276662465,2024-02-18T12:00:00.000Z
sensor.mp8_temperature,-1.1,2024-02-18T13:00:00.000Z
sensor.mp8_temperature,-0.55821820675,2024-02-18T14:00:00.000Z
sensor.mp8_temperature,0.9007974318333334,2024-02-18T15:00:00.000Z
sensor.mp8_temperature,1.1400073283333334,2024-02-18T16:00:00.000Z
sensor.mp8_temperature,2.590187310583333,2024-02-18T17:00:00.000Z
sensor.mp8_temperature,4.222693357083333,2024-02-18T18:00:00.000Z
sensor.mp8_temperature,4.859995136,2024-02-18T19:00:00.000Z
sensor.mp8_temperature,4.3851983895,2024-02-18T20:00:00.000Z
sensor.mp8_temperature,3.9321084165277775,2024-02-18T21:00:00.000Z
sensor.mp8_temperature,3.418769522,2024-02-18T22:00:00.000Z
sensor.mp8_temperature,3.166658532222222,2024-02-18T23:00:00.000Z
sensor.mp8_temperature,3.0161667526388887,2024-02-19T00:00:00.000Z
sensor.mp8_temperature,3.2832359770833333,2024-02-19T01:00:00.000Z
sensor.mp8_temperature,2.8244832210555555,2024-02-19T02:00:00.000Z
sensor.mp8_temperature,1.8287514381944445,2024-02-19T03:00:00.000Z
sensor.mp8_temperature,0.4853735688888889,2024-02-19T04:00:00.000Z
sensor.mp8_temperature,0,2024-02-19T05:00:00.000Z
sensor.mp8_temperature,-0.3200574595,2024-02-19T06:00:00.000Z
sensor.mp8_temperature,-0.83546140375,2024-02-19T07:00:00.000Z
sensor.mp8_temperature,-1.8528190884166669,2024-02-19T08:00:00.000Z
sensor.mp8_temperature,-2.2787136893333337,2024-02-19T09:00:00.000Z
sensor.mp8_temperature,-2.9142907906944444,2024-02-19T10:00:00.000Z
sensor.mp8_temperature,-3.597203411,2024-02-19T11:00:00.000Z
sensor.mp8_temperature,-3.7627975621666665,2024-02-19T12:00:00.000Z
sensor.mp8_temperature,-2.5475790354722223,2024-02-19T13:00:00.000Z
sensor.mp8_temperature,0.7450651921111112,2024-02-19T14:00:00.000Z
sensor.mp8_temperature,3.520219864,2024-02-19T15:00:00.000Z
sensor.mp8_temperature,5.263512067144199,2024-02-19T16:00:00.000Z
sensor.mp8_temperature,5.5879781985833334,2024-02-19T17:00:00.000Z
sensor.mp8_temperature,4.188072744416667,2024-02-19T18:00:00.000Z
sensor.mp8_temperature,2.8731380326666667,2024-02-19T19:00:00.000Z
sensor.mp8_temperature,2.4482211578333333,2024-02-19T20:00:00.000Z
sensor.mp8_temperature,1.9500413798611111,2024-02-19T21:00:00.000Z
sensor.mp8_temperature,2.0811821475000003,2024-02-19T22:00:00.000Z
sensor.mp8_temperature,2.303317328972222,2024-02-19T23:00:00.000Z
sensor.mp8_temperature,2.6333782754999997,2024-02-20T00:00:00.000Z
sensor.mp8_temperature,2.717003404444444,2024-02-20T01:00:00.000Z
sensor.mp8_temperature,1.9666278597222222,2024-02-20T02:00:00.000Z
sensor.mp8_temperature,1.7999583634722223,2024-02-20T03:00:00.000Z
sensor.mp8_temperature,1.7,2024-02-20T04:00:00.000Z
sensor.mp8_temperature,1.3678209746666667,2024-02-20T05:00:00.000Z
sensor.mp8_temperature,1.1,2024-02-20T06:00:00.000Z
sensor.mp8_temperature,0.9578886058333334,2024-02-20T07:00:00.000Z
sensor.mp8_temperature,0.6,2024-02-20T08:00:00.000Z
sensor.mp8_temperature,0.6,2024-02-20T09:00:00.000Z
sensor.mp8_temperature,0.5799984406666666,2024-02-20T10:00:00.000Z
sensor.mp8_temperature,0.5000204148333333,2024-02-20T11:00:00.000Z
sensor.mp8_temperature,0.5199371206666666,2024-02-20T12:00:00.000Z
sensor.mp8_temperature,1.981202484972222,2024-02-20T13:00:00.000Z
sensor.mp8_temperature,5.2248876541666665,2024-02-20T14:00:00.000Z
sensor.mp8_temperature,7.813786359500001,2024-02-20T15:00:00.000Z
sensor.mp8_temperature,9.930831959805555,2024-02-20T16:00:00.000Z
sensor.mp8_temperature,9.809969526305556,2024-02-20T17:00:00.000Z
sensor.mp8_temperature,10.107168123194445,2024-02-20T18:00:00.000Z
sensor.mp8_temperature,11.020327066027777,2024-02-20T19:00:00.000Z
sensor.mp8_temperature,13.026892102749999,2024-02-20T20:00:00.000Z
sensor.mp8_temperature,8.504052624055555,2024-02-20T21:00:00.000Z
sensor.mp8_temperature,6.454991258861111,2024-02-20T22:00:00.000Z
sensor.mp8_temperature,5.540006581166666,2024-02-20T23:00:00.000Z
sensor.mp8_temperature,5.236781207333333,2024-02-21T00:00:00.000Z
sensor.mp8_temperature,4.936849632,2024-02-21T01:00:00.000Z
