  Yr, Mn,    Date,      Date,     18O,seasonally,        fit,  seasonally,      18O, seasonally
    ,   ,        ,          ,        ,  adjusted,           ,adjusted fit,   filled,adjusted filled
    ,   ,   Excel,          , per-mil,  per-mil,    per-mil,  per-mil,   per-mil,  per-mil
1998, 02,   35841, 1998.1260,     0.56,     0.50,       0.55,     0.49,       0.56,     0.50
1998, 03,   35869, 1998.2027,     0.59,     0.52,       0.55,     0.48,       0.59,     0.52
1998, 04,   35900, 1998.2877,     0.58,     0.52,       0.53,     0.47,       0.58,     0.52
1998, 05,   35930, 1998.3699,     0.58,     0.50,       0.54,     0.46,       0.58,     0.50
1998, 06,   35961, 1998.4548,     0.52,     0.38,       0.58,     0.44,       0.52,     0.38
1998, 07,   35991, 1998.5370,     0.58,     0.43,       0.58,     0.43,       0.58,     0.43
1998, 08,   36022, 1998.6219,     0.53,     0.44,       0.49,     0.41,       0.53,     0.44
1998, 09,   36053, 1998.7068,     0.30,     0.37,       0.32,     0.39,       0.30,     0.37
1998, 10,   36083, 1998.7890,     0.16,     0.36,       0.17,     0.37,       0.16,     0.36
1998, 11,   36114, 1998.8740,     0.10,     0.32,       0.13,     0.35,       0.10,     0.32
1998, 12,   36144, 1998.9562,     0.04,     0.18,       0.20,     0.34,       0.04,     0.18
1999, 01,   36175, 1999.0411,     0.28,     0.30,       0.31,     0.33,       0.28,     0.30
1999, 02,   36206, 1999.1260,     0.43,     0.37,       0.38,     0.32,       0.43,     0.37
1999, 03,   36234, 1999.2027,     0.48,     0.40,       0.38,     0.31,       0.48,     0.40
1999, 04,   36265, 1999.2877,     0.42,     0.36,       0.36,     0.30,       0.42,     0.36
1999, 05,   36295, 1999.3699,     0.41,     0.33,       0.37,     0.29,       0.41,     0.33
1999, 06,   36326, 1999.4548,     0.41,     0.28,       0.42,     0.28,       0.41,     0.28
1999, 07,   36356, 1999.5370,     0.34,     0.18,       0.43,     0.27,       0.34,     0.18
1999, 08,   36387, 1999.6219,     0.44,     0.36,       0.35,     0.27,       0.44,     0.36
1999, 09,   36418, 1999.7068,     0.16,     0.22,       0.19,     0.26,       0.16,     0.22
1999, 10,   36448, 1999.7890,    -0.03,     0.17,       0.06,     0.26,      -0.03,     0.17
1999, 11,   36479, 1999.8740,     0.05,     0.28,       0.03,     0.25,       0.05,     0.28
1999, 12,   36509, 1999.9562,     0.15,     0.30,       0.11,     0.25,       0.15,     0.30
2000, 01,   36540, 2000.0410,     0.16,     0.18,       0.24,     0.25,       0.16,     0.18
2000, 02,   36571, 2000.1257,     0.33,     0.27,       0.32,     0.25,       0.33,     0.27
2000, 03,   36600, 2000.2049,     0.35,     0.28,       0.33,     0.26,       0.35,     0.28
