"   Sample,Sample,    Excel,   Sample, NC,FGC,     CO2, NM,FGM,     CH4, NO,FGO,     CO, N13,FG3,13C-CO2,N18,FG8,18O-CO2,N14,FG4,14C-CO2"
"     Date,  Time,     Date,     Date,"
1984-04-18, 09:51, 30790.41, 1984.296,  2,  0,  347.01,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.919,  1,  0,  0.440,  0,  9,    NaN
1984-04-27, 11:45, 30799.49, 1984.321,  2,  0,  347.38,  0,  3,     NaN,  0,  3,     NaN,  1,  3, -7.549,  1,  3,  0.560,  0,  9,    NaN
1984-05-02, 10:41, 30804.44, 1984.335,  2,  0,  347.63,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.979,  1,  0,  0.580,  0,  9,    NaN
1984-05-09, 10:16, 30811.43, 1984.354,  2,  0,  346.43,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.839,  1,  0,  0.620,  0,  9,    NaN
1984-05-16, 09:49, 30818.41, 1984.373,  2,  0,  347.88,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.909,  1,  0,  0.590,  0,  9,    NaN
1984-05-23, 10:06, 30825.42, 1984.392,  2,  0,  347.01,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.836,  1,  0,  0.641,  0,  9,    NaN
1984-05-30, 09:46, 30832.41, 1984.411,  2,  0,  347.33,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.906,  1,  0,  0.631,  0,  9,    NaN
1984-06-06, 10:14, 30839.43, 1984.430,  2,  0,  347.02,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.906,  1,  0,  0.471,  0,  9,    NaN
1984-06-13, 09:48, 30846.41, 1984.449,  2,  0,  347.01,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.866,  1,  0,  0.461,  0,  9,    NaN
1984-06-19, 10:48, 30852.45, 1984.466,  2,  0,  346.68,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.816,  1,  0,  0.591,  0,  9,    NaN
1984-06-27, 09:46, 30860.41, 1984.487,  2,  0,  346.38,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.823,  1,  0,  0.466,  0,  9,    NaN
1984-07-03, 05:58, 30866.25, 1984.503,  2,  0,  345.16,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.703,  1,  0,  0.436,  0,  9,    NaN
1984-07-11, 10:41, 30874.44, 1984.526,  2,  0,  346.06,  0,  3,     NaN,  0,  3,     NaN,  1,  3, -7.583,  1,  3,  0.796,  0,  9,    NaN
1984-07-18, 11:47, 30881.49, 1984.545,  2,  0,  345.07,  0,  3,     NaN,  0,  3,     NaN,  0,  9,    NaN,  0,  9,    NaN,  0,  9,    NaN
1984-07-26, 10:29, 30889.44, 1984.567,  2,  0,  344.07,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.737,  1,  0,  0.315,  0,  9,    NaN
1984-08-03, 11:01, 30897.46, 1984.589,  2,  0,  342.49,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.647,  1,  0,  0.525,  0,  9,    NaN
1984-08-10, 09:44, 30904.41, 1984.608,  2,  4,  344.87,  0,  3,     NaN,  0,  3,     NaN,  0,  9,    NaN,  0,  9,    NaN,  0,  9,    NaN
1984-08-17, 09:48, 30911.41, 1984.627,  1,  4,  343.40,  0,  3,     NaN,  0,  3,     NaN,  0,  9,    NaN,  0,  9,    NaN,  0,  9,    NaN
1984-08-24, 10:44, 30918.45, 1984.646,  2,  0,  342.12,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.672,  1,  0,  0.269,  0,  9,    NaN
1984-08-31, 09:45, 30925.41, 1984.665,  2,  0,  342.81,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.622,  1,  0,  0.549,  0,  9,    NaN
1984-09-07, 09:47, 30932.41, 1984.684,  2,  4,  340.53,  0,  3,     NaN,  0,  3,     NaN,  0,  9,    NaN,  0,  9,    NaN,  0,  9,    NaN
1984-09-14, 10:50, 30939.45, 1984.703,  2,  0,  340.45,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.522,  1,  0,  0.179,  0,  9,    NaN
1984-09-21, 09:46, 30946.41, 1984.722,  2,  0,  340.71,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.612,  1,  0,  0.409,  0,  9,    NaN
1984-09-28, 09:44, 30953.41, 1984.742,  2,  0,  340.86,  0,  3,     NaN,  0,  3,     NaN,  1,  3, -7.882,  1,  3, -0.451,  0,  9,    NaN
1984-10-05, 09:48, 30960.41, 1984.761,  2,  0,  341.48,  0,  3,     NaN,  0,  3,     NaN,  1,  3, -7.672,  1,  3,  0.239,  0,  9,    NaN
1984-10-12, 09:44, 30967.41, 1984.780,  2,  0,  341.78,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.592,  1,  0,  0.428,  0,  9,    NaN
1984-10-19, 10:45, 30974.45, 1984.799,  2,  0,  341.43,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.492,  1,  0,  0.378,  0,  9,    NaN
1984-10-26, 10:44, 30981.45, 1984.818,  2,  0,  341.83,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.572,  1,  0, -0.092,  0,  9,    NaN
1984-11-02, 09:47, 30988.41, 1984.837,  2,  0,  342.01,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.572,  1,  0,  0.018,  0,  9,    NaN
1984-11-09, 09:46, 30995.41, 1984.856,  1,  4,  342.70,  0,  3,     NaN,  0,  3,     NaN,  0,  9,    NaN,  0,  9,    NaN,  0,  9,    NaN
1984-11-16, 09:48, 31002.41, 1984.875,  2,  0,  343.53,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.692,  1,  0,  0.008,  0,  9,    NaN
1984-11-23, 12:38, 31009.53, 1984.895,  2,  0,  343.13,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.572,  1,  0,  0.438,  0,  9,    NaN
1984-11-30, 10:09, 31016.42, 1984.914,  2,  0,  343.69,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.602,  1,  0,  0.178,  0,  9,    NaN
1984-12-07, 09:42, 31023.40, 1984.933,  2,  0,  343.41,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.562,  1,  0,  0.558,  0,  9,    NaN
1984-12-14, 11:43, 31030.49, 1984.952,  2,  0,  343.69,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.587,  1,  0,  0.357,  0,  9,    NaN
1984-12-21, 11:11, 31037.47, 1984.971,  2,  0,  344.25,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.647,  1,  0,  0.217,  0,  9,    NaN
1984-12-28, 13:07, 31044.55, 1984.991,  2,  0,  344.36,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.587,  1,  0,  0.327,  0,  9,    NaN
1985-01-04, 10:05, 31051.42, 1985.009,  2,  4,  346.83,  0,  3,     NaN,  0,  3,     NaN,  0,  9,    NaN,  0,  9,    NaN,  0,  9,    NaN
1985-01-09, 12:15, 31056.51, 1985.023,  2,  0,  345.04,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.687,  1,  0,  0.477,  0,  9,    NaN
1985-01-18, 10:05, 31065.42, 1985.048,  2,  0,  344.96,  0,  3,     NaN,  0,  3,     NaN,  0,  9,    NaN,  0,  9,    NaN,  0,  9,    NaN
1985-01-25, 12:40, 31072.53, 1985.067,  2,  0,  344.02,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.617,  1,  0,  0.517,  0,  9,    NaN
1985-02-01, 10:10, 31079.42, 1985.086,  2,  0,  345.53,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.667,  1,  0,  0.517,  0,  9,    NaN
1985-02-08, 09:41, 31086.40, 1985.105,  2,  0,  345.20,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.811,  1,  0,  0.513,  0,  9,    NaN
1985-02-15, 12:37, 31093.53, 1985.125,  2,  0,  345.31,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.771,  1,  0,  0.663,  0,  9,    NaN
1985-02-22, 10:46, 31100.45, 1985.144,  2,  0,  346.46,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.741,  1,  0,  0.733,  0,  9,    NaN
1985-02-27, 13:44, 31105.57, 1985.158,  2,  0,  345.78,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.791,  1,  0,  0.643,  0,  9,    NaN
1985-03-08, 10:40, 31114.44, 1985.182,  2,  0,  347.56,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.851,  1,  0,  0.543,  0,  9,    NaN
1985-03-15, 09:46, 31121.41, 1985.201,  2,  0,  347.36,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.841,  1,  0,  0.613,  0,  9,    NaN
1985-03-22, 10:35, 31128.44, 1985.220,  2,  0,  347.74,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.690,  1,  0,  0.344,  0,  9,    NaN
1985-03-29, 15:34, 31135.65, 1985.240,  2,  0,  347.19,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.871,  1,  0,  0.593,  0,  9,    NaN
1985-04-05, 09:46, 31142.41, 1985.259,  2,  0,  346.48,  0,  3,     NaN,  0,  3,     NaN,  1,  3, -7.650,  1,  3,  0.624,  0,  9,    NaN
1985-04-12, 09:45, 31149.41, 1985.278,  2,  0,  348.00,  0,  3,     NaN,  0,  3,     NaN,  1,  3, -7.670,  1,  3,  0.534,  0,  9,    NaN
1985-04-19, 09:46, 31156.41, 1985.297,  2,  0,  348.28,  0,  3,     NaN,  0,  3,     NaN,  1,  3, -7.680,  1,  3,  0.424,  0,  9,    NaN
1985-04-26, 09:40, 31163.40, 1985.316,  2,  0,  348.72,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.760,  1,  0,  0.414,  0,  9,    NaN
1985-05-03, 09:41, 31170.40, 1985.335,  2,  0,  348.74,  0,  3,     NaN,  0,  3,     NaN,  1,  3, -7.570,  1,  3,  0.814,  0,  9,    NaN
1985-05-10, 09:43, 31177.40, 1985.355,  2,  0,  348.82,  0,  3,     NaN,  0,  3,     NaN,  1,  3, -7.520,  1,  3,  0.764,  0,  9,    NaN
1985-05-17, 10:14, 31184.43, 1985.374,  2,  0,  349.10,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.890,  1,  0,  0.567,  0,  9,    NaN
1985-05-24, 10:05, 31191.42, 1985.393,  2,  0,  347.62,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.750,  1,  0,  0.547,  0,  9,    NaN
1985-05-31, 09:45, 31198.41, 1985.412,  2,  0,  349.33,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.880,  1,  0,  0.617,  0,  9,    NaN
1985-06-07, 09:45, 31205.41, 1985.431,  2,  0,  348.55,  0,  3,     NaN,  0,  3,     NaN,  1,  3, -7.660,  1,  3,  0.650,  0,  9,    NaN
1985-06-14, 09:40, 31212.40, 1985.450,  2,  0,  347.97,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.800,  1,  0,  0.360,  0,  9,    NaN
1985-06-21, 09:40, 31219.40, 1985.470,  2,  0,  348.13,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.770,  1,  0,  0.340,  0,  9,    NaN
1985-06-28, 09:38, 31226.40, 1985.489,  2,  0,  347.61,  0,  3,     NaN,  0,  3,     NaN,  1,  3, -7.551,  1,  3,  0.659,  0,  9,    NaN
1985-07-05, 10:40, 31233.44, 1985.508,  2,  0,  346.94,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.711,  1,  0,  0.369,  0,  9,    NaN
1985-07-12, 09:47, 31240.41, 1985.527,  2,  0,  347.26,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.701,  1,  0,  0.399,  0,  9,    NaN
1985-07-19, 09:43, 31247.40, 1985.546,  2,  0,  346.44,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.701,  1,  0,  0.419,  0,  9,    NaN
1985-07-25, 11:51, 31253.49, 1985.563,  2,  0,  345.01,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.591,  1,  0,  0.529,  0,  9,    NaN
1985-08-02, 17:12, 31261.72, 1985.586,  2,  0,  345.67,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.601,  1,  0,  0.499,  0,  9,    NaN
1985-08-09, 09:36, 31268.40, 1985.604,  2,  0,  344.16,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.501,  1,  0,  0.432,  0,  9,    NaN
1985-08-16, 09:40, 31275.40, 1985.623,  2,  0,  342.52,  0,  3,     NaN,  0,  3,     NaN,  1,  3, -7.192,  1,  3,  0.453,  0,  9,    NaN
1985-08-23, 09:43, 31282.40, 1985.642,  2,  0,  343.77,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.462,  1,  0,  0.423,  0,  9,    NaN
1985-08-30, 09:45, 31289.41, 1985.661,  2,  0,  342.50,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.442,  1,  0,  0.543,  0,  9,    NaN
1985-09-06, 09:45, 31296.41, 1985.681,  2,  0,  344.56,  0,  3,     NaN,  0,  3,     NaN,  1,  5, -7.362,  1,  0,  0.693,  0,  9,    NaN
1985-09-13, 09:37, 31303.40, 1985.700,  2,  0,  343.31,  0,  3,     NaN,  0,  3,     NaN,  1,  3, -7.102,  1,  3,  0.290,  0,  9,    NaN
1985-09-20, 09:40, 31310.40, 1985.719,  2,  0,  342.48,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.602,  1,  0, -0.031,  0,  9,    NaN
1985-09-27, 09:45, 31317.41, 1985.738,  2,  0,  342.21,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.532,  1,  3, -0.241,  0,  9,    NaN
1985-10-04, 09:45, 31324.41, 1985.757,  2,  0,  342.43,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.602,  1,  0, -0.061,  0,  9,    NaN
1985-10-11, 10:15, 31331.43, 1985.777,  2,  0,  342.50,  0,  3,     NaN,  0,  3,     NaN,  1,  3, -7.642,  1,  3, -0.421,  0,  9,    NaN
1985-10-18, 10:10, 31338.42, 1985.796,  2,  0,  343.21,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.602,  1,  0, -0.031,  0,  9,    NaN
1985-10-25, 09:43, 31345.40, 1985.815,  2,  0,  343.20,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.602,  1,  0, -0.001,  0,  9,    NaN
1985-11-01, 10:05, 31352.42, 1985.834,  2,  0,  342.90,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.502,  1,  3, -0.241,  0,  9,    NaN
1985-11-08, 10:15, 31359.43, 1985.853,  2,  0,  343.38,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.573,  1,  3, -0.201,  0,  9,    NaN
1985-11-15, 10:10, 31366.42, 1985.872,  2,  0,  344.19,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.533,  1,  0,  0.169,  0,  9,    NaN
1985-11-22, 09:47, 31373.41, 1985.892,  2,  0,  344.34,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.653,  1,  0,  0.129,  0,  9,    NaN
1985-11-29, 12:35, 31380.52, 1985.911,  2,  0,  344.94,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.633,  1,  0,  0.139,  0,  9,    NaN
1985-12-06, 09:50, 31387.41, 1985.930,  2,  0,  344.83,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.603,  1,  0,  0.349,  0,  9,    NaN
1985-12-13, 10:43, 31394.45, 1985.949,  2,  0,  344.92,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.551,  1,  0,  0.231,  0,  9,    NaN
1985-12-20, 11:05, 31401.46, 1985.968,  2,  0,  344.94,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.701,  1,  0, -0.059,  0,  9,    NaN
1985-12-27, 11:46, 31408.49, 1985.988,  2,  0,  345.51,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.661,  1,  0, -0.059,  0,  9,    NaN
1986-01-03, 10:45, 31415.45, 1986.007,  2,  0,  346.22,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.590,  1,  0,  0.182,  0,  9,    NaN
1986-01-10, 10:20, 31422.43, 1986.026,  2,  0,  345.92,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.600,  1,  0,  0.312,  0,  9,    NaN
1986-01-17, 09:46, 31429.41, 1986.045,  2,  0,  345.62,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.640,  1,  0,  0.422,  0,  9,    NaN
1986-01-24, 09:46, 31436.41, 1986.064,  2,  0,  346.49,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.679,  1,  0,  0.262,  0,  9,    NaN
1986-01-31, 09:47, 31443.41, 1986.083,  2,  0,  346.21,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.669,  1,  0,  0.252,  0,  9,    NaN
1986-02-07, 09:44, 31450.41, 1986.102,  2,  0,  346.98,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.659,  1,  0,  0.392,  0,  9,    NaN
1986-02-14, 10:10, 31457.42, 1986.122,  2,  0,  346.71,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.711,  1,  0,  0.177,  0,  9,    NaN
1986-02-21, 09:45, 31464.41, 1986.141,  2,  0,  347.02,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.791,  1,  0,  0.477,  0,  9,    NaN
1986-02-28, 09:45, 31471.41, 1986.160,  2,  0,  347.01,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.761,  1,  0,  0.377,  0,  9,    NaN
1986-03-07, 09:45, 31478.41, 1986.179,  2,  0,  346.53,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.760,  1,  0,  0.277,  0,  9,    NaN
1986-03-14, 09:43, 31485.40, 1986.198,  2,  0,  347.41,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.710,  1,  0,  0.227,  0,  9,    NaN
1986-03-21, 09:44, 31492.41, 1986.218,  2,  0,  349.53,  0,  3,     NaN,  0,  3,     NaN,  1,  3, -7.940,  1,  3,  0.117,  0,  9,    NaN
1986-03-28, 12:30, 31499.52, 1986.237,  2,  0,  348.72,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.816,  1,  0,  0.297,  0,  9,    NaN
1986-04-04, 10:10, 31506.42, 1986.256,  2,  0,  348.68,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.846,  1,  0,  0.247,  0,  9,    NaN
1986-04-11, 10:08, 31513.42, 1986.275,  2,  0,  349.33,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.846,  1,  0,  0.047,  0,  9,    NaN
1986-04-18, 09:47, 31520.41, 1986.294,  2,  0,  349.27,  0,  3,     NaN,  0,  3,     NaN,  1,  3, -7.646,  1,  3,  0.157,  0,  9,    NaN
1986-04-25, 09:47, 31527.41, 1986.313,  2,  0,  350.26,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.896,  1,  0,  0.287,  0,  9,    NaN
1986-05-02, 09:47, 31534.41, 1986.333,  2,  0,  349.62,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.936,  1,  0,  0.157,  0,  9,    NaN
1986-05-09, 09:40, 31541.40, 1986.352,  2,  0,  349.87,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.821,  1,  0,  0.384,  0,  9,    NaN
1986-05-16, 09:40, 31548.40, 1986.371,  2,  0,  349.87,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.781,  1,  0,  0.324,  0,  9,    NaN
1986-05-23, 09:40, 31555.40, 1986.390,  2,  0,  350.22,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.781,  1,  0,  0.484,  0,  9,    NaN
1986-05-30, 09:35, 31562.40, 1986.409,  2,  0,  350.71,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.811,  1,  0,  0.424,  0,  9,    NaN
1986-06-06, 09:43, 31569.40, 1986.429,  2,  0,  349.34,  0,  3,     NaN,  0,  3,     NaN,  1,  3, -7.531,  1,  3,  0.734,  0,  9,    NaN
1986-06-13, 09:47, 31576.41, 1986.448,  2,  0,  349.25,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.701,  1,  0,  0.424,  0,  9,    NaN
1986-06-20, 09:40, 31583.40, 1986.467,  2,  0,  349.45,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.721,  1,  0,  0.599,  0,  9,    NaN
1986-06-26, 09:45, 31589.41, 1986.483,  2,  0,  348.88,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.651,  1,  0,  0.439,  0,  9,    NaN
1986-07-03, 09:50, 31596.41, 1986.502,  2,  0,  348.65,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.671,  1,  0,  0.489,  0,  9,    NaN
1986-07-11, 09:48, 31604.41, 1986.524,  2,  0,  346.77,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.631,  1,  0,  0.136,  0,  9,    NaN
1986-07-18, 09:40, 31611.40, 1986.544,  2,  0,  348.05,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.591,  1,  0,  0.446,  0,  9,    NaN
1986-07-25, 10:10, 31618.42, 1986.563,  2,  0,  347.44,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.631,  1,  0,  0.656,  0,  9,    NaN
1986-08-01, 12:12, 31625.51, 1986.582,  2,  0,  345.22,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.501,  1,  0,  0.476,  0,  9,    NaN
1986-08-07, 09:32, 31631.40, 1986.598,  2,  0,  346.43,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.591,  1,  0,  0.676,  0,  9,    NaN
1986-08-15, 10:10, 31639.42, 1986.620,  2,  0,  345.88,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.561,  1,  0,  0.746,  0,  9,    NaN
1986-08-22, 10:10, 31646.42, 1986.640,  2,  0,  344.87,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.491,  1,  0,  0.298,  0,  9,    NaN
1986-08-29, 10:05, 31653.42, 1986.659,  2,  0,  344.62,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.461,  1,  0,  0.548,  0,  9,    NaN
1986-09-05, 10:10, 31660.42, 1986.678,  2,  0,  344.39,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.451,  1,  0,  0.388,  0,  9,    NaN
1986-09-12, 10:15, 31667.43, 1986.697,  2,  0,  344.98,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.480,  1,  0,  0.509,  0,  9,    NaN
1986-09-19, 10:15, 31674.43, 1986.716,  2,  0,  344.61,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.510,  1,  0,  0.519,  0,  9,    NaN
1986-09-26, 10:45, 31681.45, 1986.735,  2,  0,  343.64,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.460,  1,  0,  0.029,  0,  9,    NaN
1986-10-03, 09:45, 31688.41, 1986.755,  2,  0,  343.81,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.450,  1,  0,  0.209,  0,  9,    NaN
1986-10-10, 09:47, 31695.41, 1986.774,  2,  0,  344.03,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.500,  1,  0,  0.269,  0,  9,    NaN
1986-10-17, 09:45, 31702.41, 1986.793,  2,  0,  344.11,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.520,  1,  0,  0.129,  0,  9,    NaN
1986-10-24, 10:20, 31709.43, 1986.812,  2,  0,  343.59,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.416,  1,  0,  0.205,  0,  9,    NaN
1986-10-31, 09:35, 31716.40, 1986.831,  2,  0,  345.44,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.546,  1,  0,  0.225,  0,  9,    NaN
1986-11-07, 10:03, 31723.42, 1986.850,  3,  0,  345.13,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.496,  1,  0,  0.345,  0,  9,    NaN
1986-11-14, 10:05, 31730.42, 1986.870,  2,  0,  345.56,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.566,  1,  0,  0.015,  0,  9,    NaN
1986-11-21, 09:36, 31737.40, 1986.889,  2,  0,  345.19,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.486,  1,  0,  0.195,  0,  9,    NaN
1986-11-28, 15:33, 31744.65, 1986.909,  2,  0,  346.24,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.616,  1,  0,  0.205,  0,  9,    NaN
1986-12-05, 09:32, 31751.40, 1986.927,  2,  0,  346.51,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.606,  1,  0,  0.285,  0,  9,    NaN
1986-12-12, 10:07, 31758.42, 1986.946,  2,  0,  346.93,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.626,  1,  0,  0.225,  0,  9,    NaN
1986-12-19, 10:42, 31765.45, 1986.966,  2,  4,  347.07,  0,  3,     NaN,  0,  3,     NaN,  0,  9,    NaN,  0,  9,    NaN,  0,  9,    NaN
1986-12-26, 12:44, 31772.53, 1986.985,  2,  0,  346.10,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.606,  1,  0,  0.475,  0,  9,    NaN
1986-12-31, 10:50, 31777.45, 1986.998,  2,  0,  346.99,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.616,  1,  0,  0.485,  0,  9,    NaN
1987-01-09, 10:06, 31786.42, 1987.023,  2,  0,  347.26,  0,  3,     NaN,  0,  3,     NaN,  1,  3, -6.846,  1,  3,  2.366,  0,  9,    NaN
1987-01-16, 09:44, 31793.41, 1987.042,  2,  0,  347.85,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.736,  1,  0,  0.356,  0,  9,    NaN
1987-01-23, 09:43, 31800.40, 1987.061,  2,  0,  347.65,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.656,  1,  0,  0.406,  0,  9,    NaN
1987-01-30, 10:05, 31807.42, 1987.081,  2,  0,  347.82,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.706,  1,  0,  0.286,  0,  9,    NaN
1987-02-06, 10:05, 31814.42, 1987.100,  2,  0,  347.78,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.686,  1,  0,  0.286,  0,  9,    NaN
1987-02-13, 10:07, 31821.42, 1987.119,  2,  0,  347.88,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.656,  1,  0,  0.616,  0,  9,    NaN
1987-02-20, 10:02, 31828.42, 1987.138,  2,  0,  348.71,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.766,  1,  0,  0.396,  0,  9,    NaN
1987-02-27, 09:52, 31835.41, 1987.157,  2,  0,  349.96,  0,  3,     NaN,  0,  3,     NaN,  0,  9,    NaN,  0,  9,    NaN,  0,  9,    NaN
1987-03-06, 09:54, 31842.41, 1987.176,  2,  0,  348.96,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.746,  1,  0,  0.566,  0,  9,    NaN
1987-03-13, 10:05, 31849.42, 1987.196,  2,  0,  349.19,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.741,  1,  0,  0.481,  0,  9,    NaN
1987-03-20, 10:21, 31856.43, 1987.215,  2,  0,  349.53,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.761,  1,  0,  0.501,  0,  9,    NaN
1987-03-27, 10:26, 31863.43, 1987.234,  2,  0,  350.50,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.861,  1,  0,  0.431,  0,  9,    NaN
